number,time,1num,2num,3num,4num,5num,6num,7num,8num,9num,10num,11num,12num,13num,14num,15num,16num,17num,18num,19num,20num
887965,19:15,32,1,15,70,9,3,22,69,35,16,67,28,18,46,47,78,42,30,4,57
887964,19:10,5,46,47,38,74,22,37,13,71,3,33,51,73,43,15,57,72,4,48,7
887963,19:05,20,23,12,30,33,72,36,48,27,5,14,77,68,7,65,51,80,70,15,78
887962,19:00,79,47,78,32,65,9,14,22,4,16,35,52,26,43,13,45,1,21,71,75
887961,18:55,44,29,10,41,62,38,20,32,2,5,79,15,26,27,28,51,12,39,19,4
887960,18:50,65,72,7,69,55,13,60,20,37,17,45,16,56,52,21,31,62,22,68,63
887959,18:45,37,11,25,60,41,55,21,20,64,2,22,80,35,72,51,24,52,27,4,1
887958,18:40,24,16,38,30,21,19,4,47,2,76,68,64,31,46,44,13,41,15,72,71
887957,18:35,49,76,79,47,8,28,74,36,9,19,56,62,30,34,15,54,16,78,12,53
887956,18:30,18,66,5,33,78,55,9,36,74,1,61,42,44,70,73,32,69,26,28,80
887955,18:25,4,29,8,76,80,72,62,64,51,33,21,70,16,11,59,40,28,60,35,67
887954,18:20,57,51,19,33,24,64,42,45,39,69,4,23,17,8,43,65,20,52,48,28
887953,18:15,1,17,15,40,42,18,76,44,67,41,13,71,38,79,58,48,68,51,27,26
887952,18:10,17,9,24,37,73,55,42,66,32,2,38,45,61,44,50,57,78,54,5,36
887951,18:05,58,34,38,62,20,39,64,33,68,24,72,36,73,22,44,35,78,5,25,60
887950,18:00,41,71,13,33,15,40,38,61,77,28,45,12,39,26,10,6,22,9,55,43
887949,17:55,1,72,13,6,51,9,71,53,20,52,59,45,56,58,57,28,35,16,10,50
887948,17:50,57,26,68,62,13,6,19,69,21,54,22,11,12,49,36,17,30,9,66,71
887947,17:45,61,64,7,4,53,47,42,36,30,39,23,69,74,55,25,65,62,2,27,46
887946,17:40,32,45,9,7,14,4,67,31,43,78,36,74,62,77,21,16,69,5,30,71
887945,17:35,38,78,50,26,48,36,47,75,29,73,12,69,33,65,22,9,71,8,53,41
887944,17:30,3,42,9,75,62,30,5,6,69,43,33,51,2,12,15,74,14,57,21,41
887943,17:25,11,68,78,69,55,15,14,33,24,80,67,56,8,7,23,72,51,9,73,50
887942,17:20,9,17,28,12,47,58,42,29,65,80,52,18,20,41,24,26,77,36,10,75
887941,17:15,66,40,7,41,48,39,24,46,6,60,65,17,21,12,51,56,59,77,63,53
887940,17:10,61,16,36,80,30,74,35,48,41,43,75,78,49,22,32,44,33,62,23,70
887939,17:05,49,2,71,22,14,64,62,55,36,61,33,7,13,17,25,47,40,23,45,21
887938,17:00,59,25,49,5,15,51,39,66,1,65,7,20,48,54,12,71,42,29,22,46
887937,16:55,1,30,44,25,70,68,69,31,79,23,46,66,73,74,39,63,37,26,15,10
887936,16:50,46,68,48,2,47,51,20,44,37,75,55,78,76,4,22,67,23,18,24,60
887935,16:45,63,10,33,16,40,13,47,25,36,43,68,67,29,39,19,21,75,23,11,53
887934,16:40,22,77,64,38,69,68,74,4,45,60,24,3,58,32,56,26,49,19,12,11
887933,16:35,46,45,41,69,7,32,51,11,42,70,17,18,54,38,23,26,9,14,78,33
887932,16:30,32,56,20,76,9,45,63,15,73,26,24,14,40,72,52,33,8,18,23,13
887931,16:25,59,50,52,76,35,18,12,47,73,63,1,46,15,38,53,10,56,67,24,44
887930,16:20,5,14,53,80,56,47,21,18,34,68,3,19,12,75,22,30,72,74,57,33
887929,16:15,54,16,31,19,64,78,80,10,4,15,32,56,57,47,49,75,13,38,40,30
887928,16:10,6,11,14,34,50,24,32,70,49,47,18,78,4,55,30,3,5,66,71,58
887927,16:05,65,44,18,24,50,66,19,30,35,5,8,75,56,53,72,11,32,15,1,77
887926,16:00,63,2,32,79,26,42,40,12,13,78,43,75,9,29,50,39,16,54,52,20
887925,15:55,42,53,50,65,28,12,23,13,62,80,52,37,20,2,33,76,24,40,68,46
887924,15:50,69,60,48,24,9,34,77,53,59,76,7,41,4,30,79,74,31,6,55,56
887923,15:45,64,24,43,11,16,10,35,76,59,78,30,47,2,13,19,9,56,3,17,72
887922,15:40,38,69,59,36,34,21,68,67,47,70,44,40,63,75,23,80,5,53,37,56
887921,15:35,74,26,17,37,40,65,51,34,6,30,53,44,2,50,77,8,69,62,45,7
887920,15:30,67,44,8,17,50,28,53,54,49,26,65,46,24,42,52,68,58,18,19,62
887919,15:25,10,74,43,38,71,69,24,32,40,41,77,53,61,76,42,7,60,63,9,18
887918,15:20,56,55,15,21,45,60,34,66,18,69,8,13,43,61,31,78,16,32,37,9
887917,15:15,54,80,30,6,11,27,61,29,2,42,67,36,48,58,49,50,1,59,15,37
887916,15:10,38,15,51,26,78,45,32,27,50,3,1,30,73,70,7,55,79,53,31,6
887915,15:05,69,20,15,60,63,74,25,14,11,59,4,77,34,57,35,40,70,76,50,53
887914,15:00,20,21,38,63,57,47,49,2,13,80,30,39,52,23,43,27,74,3,5,50
887913,14:55,1,31,27,66,69,5,70,37,11,73,21,40,32,72,78,68,71,18,80,29
887912,14:50,46,6,73,51,64,60,30,61,14,45,26,71,8,70,53,39,43,32,11,25
887911,14:45,66,8,33,78,59,40,57,28,60,36,62,72,45,3,11,6,68,73,30,37
887910,14:40,18,25,42,10,43,38,45,12,71,15,44,32,59,60,74,16,57,50,77,35
887909,14:35,80,11,78,33,34,38,75,28,63,2,40,24,32,22,48,70,69,44,19,26
887908,14:30,33,1,49,27,14,50,60,21,46,55,43,44,32,3,11,24,71,51,57,20
887907,14:25,10,45,15,11,64,51,50,42,28,68,59,78,73,41,62,29,40,33,6,53
887906,14:20,72,78,32,48,24,22,37,69,33,58,77,7,63,10,60,66,57,21,16,45
887905,14:15,37,64,7,65,50,58,57,29,55,53,72,68,6,3,25,75,60,77,11,35
887904,14:10,67,8,54,34,77,27,65,45,32,78,21,70,38,43,71,15,76,47,23,13
887903,14:05,40,60,47,37,43,38,73,51,18,64,79,13,63,57,68,22,14,69,72,76
887902,14:00,74,17,47,79,7,8,56,58,16,78,46,53,5,60,63,41,55,77,54,15
887901,13:55,3,24,44,36,25,80,8,79,21,47,54,40,11,51,13,37,56,59,69,50
887900,13:50,33,53,48,20,61,8,41,62,80,56,76,1,13,64,23,4,18,16,79,31
887899,13:45,62,3,70,31,61,58,43,74,68,69,4,14,37,36,54,45,23,51,76,12
887898,13:40,61,6,5,69,3,22,43,48,34,15,17,71,8,59,73,19,51,74,62,53
887897,13:35,7,15,64,40,73,71,70,39,54,16,14,8,59,62,51,28,27,33,30,2
887896,13:30,77,57,49,63,5,41,59,20,60,7,38,12,46,44,55,54,53,23,24,1
887895,13:25,10,57,60,45,40,30,43,71,65,29,2,4,16,44,6,3,15,75,46,22
887894,13:20,35,24,20,78,9,45,75,39,8,73,14,62,13,26,44,57,49,25,23,17
887893,13:15,19,72,11,27,9,57,30,14,2,56,13,46,25,6,77,71,75,10,26,44
887892,13:10,16,48,4,12,59,54,51,26,75,20,64,32,70,49,56,13,74,40,38,37
887891,13:05,72,35,4,74,39,49,13,32,75,45,38,29,3,47,24,61,25,62,48,50
887890,13:00,11,30,72,27,45,3,75,28,14,77,62,49,60,63,16,23,13,52,7,31
887889,12:55,46,25,21,5,38,55,40,77,45,70,44,13,12,28,14,52,29,53,42,3
887888,12:50,13,47,55,30,39,20,28,9,66,26,14,48,60,37,1,18,33,41,78,42
887887,12:45,56,41,74,36,59,70,14,80,30,34,12,16,27,19,66,78,13,32,61,29
887886,12:40,80,12,78,50,36,16,72,21,42,53,5,11,62,46,6,38,29,71,31,56
887885,12:35,60,77,46,5,6,33,56,12,9,41,67,72,50,34,61,80,29,45,53,71
887884,12:30,8,56,28,45,58,37,74,19,54,67,46,61,18,44,15,34,80,4,69,7
887883,12:25,38,18,53,58,30,46,19,20,9,41,45,37,76,62,78,72,47,69,14,11
887882,12:20,63,25,47,71,49,78,54,38,6,35,73,77,17,28,39,19,52,11,75,1
887881,12:15,3,1,12,55,75,64,41,42,29,54,46,28,72,23,37,73,77,14,52,65
887880,12:10,30,7,40,58,31,72,45,17,50,80,25,70,51,20,19,73,2,36,29,77
887879,12:05,58,31,5,60,40,70,68,66,28,10,71,13,3,43,14,21,51,64,48,69
887878,12:00,33,3,36,37,10,28,64,43,38,75,2,15,9,17,18,53,61,56,22,49
887877,11:55,37,41,23,39,71,58,67,29,32,13,53,56,16,52,62,46,50,21,10,77
887876,11:50,58,27,57,22,59,13,41,51,17,23,42,72,14,33,63,60,62,8,16,28
887875,11:45,9,5,10,16,28,51,52,36,61,20,43,57,75,23,69,29,77,70,47,79
887874,11:40,60,44,15,3,22,50,23,72,75,30,65,38,59,43,53,12,33,76,32,69
887873,11:35,59,9,45,12,66,3,18,28,47,38,51,61,57,16,42,22,52,39,21,5
887872,11:30,10,73,74,68,65,12,20,3,52,16,61,2,80,49,63,33,24,26,41,38
887871,11:25,65,26,5,36,22,68,31,61,19,45,73,7,12,42,79,39,20,44,1,53
887870,11:20,20,21,58,31,69,68,34,46,52,5,77,19,63,78,62,44,24,72,26,1
887869,11:15,13,10,75,56,3,71,43,69,2,47,73,78,57,48,32,53,60,16,54,28
887868,11:10,46,59,3,30,34,75,4,16,67,21,61,64,54,43,80,11,58,63,49,27
887867,11:05,26,47,10,8,44,5,75,74,29,46,76,1,36,78,27,49,23,70,2,77
887866,11:00,45,10,11,32,76,15,48,70,9,75,37,43,30,13,67,69,8,49,5,29
887865,10:55,24,37,15,60,1,64,38,20,16,53,72,9,63,59,58,56,65,3,22,44
887864,10:50,33,71,70,7,10,53,48,43,45,60,73,52,42,28,74,46,78,57,59,39
887863,10:45,36,70,23,8,67,77,45,10,17,51,39,50,24,14,33,40,38,7,61,15
887862,10:40,21,71,68,40,52,53,46,66,30,31,19,62,56,12,34,44,54,73,49,42
887861,10:35,20,42,4,63,68,65,32,75,25,41,34,1,40,6,16,22,8,24,29,59
887860,10:30,10,5,17,32,23,43,77,2,19,25,53,38,9,64,6,75,79,37,24,34
887859,10:25,22,36,71,67,42,62,20,59,44,25,4,41,38,6,19,43,80,52,21,37
887858,10:20,36,63,34,66,51,1,32,20,7,23,2,65,56,57,78,17,26,16,70,45
887857,10:15,42,37,78,74,70,45,17,65,67,6,21,9,46,73,47,51,56,38,39,18
887856,10:10,73,76,41,7,9,15,2,56,72,53,12,58,71,61,3,51,38,80,64,50
887855,10:05,44,2,27,62,15,13,56,46,55,48,17,65,40,75,28,29,52,25,6,34
887854,10:00,27,37,73,9,35,56,33,22,38,43,69,78,23,16,12,3,24,66,36,28
887853,09:55,16,34,75,49,27,78,45,3,23,41,7,1,22,8,2,58,40,56,66,37
887852,09:50,75,45,37,80,27,10,69,26,41,47,62,42,79,1,7,11,5,74,40,21
887851,09:45,79,71,32,77,24,9,70,36,43,26,30,72,23,35,2,55,16,65,21,8
887850,09:40,73,69,56,33,61,9,19,72,31,26,35,15,42,37,20,38,58,71,62,34
887849,09:35,51,59,45,68,1,34,73,11,71,23,72,80,78,18,55,56,19,46,4,33
887848,09:30,27,78,35,1,17,26,30,5,15,22,73,71,16,43,57,4,68,23,58,70
887847,09:25,14,69,18,66,23,16,50,26,61,42,54,59,13,70,56,75,32,60,77,62
887846,09:20,10,41,78,20,14,52,48,73,9,34,31,36,72,15,63,60,53,3,6,19
887845,09:15,43,34,14,80,51,33,9,11,57,13,26,22,10,4,48,47,70,12,61,19
887844,09:10,6,80,8,43,27,41,37,77,2,14,11,42,1,34,54,9,59,40,56,65
887843,09:05,72,25,74,33,75,9,53,76,24,36,14,51,60,62,17,23,40,65,48,77
887842,09:00,23,3,26,61,37,51,59,58,62,14,52,53,76,75,73,66,71,68,27,50
887841,08:55,6,44,43,24,69,55,5,75,33,66,41,58,17,14,63,36,19,77,48,13
887840,08:50,55,51,37,6,53,59,25,58,68,27,80,21,29,18,38,26,43,49,2,36
887839,08:45,50,71,38,13,54,45,14,25,70,26,73,1,46,33,31,72,16,37,10,28
887838,08:40,72,70,53,2,73,31,39,11,68,79,52,60,45,76,75,4,20,46,58,78
887837,08:35,12,42,65,69,52,43,19,11,36,1,5,48,62,34,56,73,72,20,25,75
887836,08:30,6,75,10,41,39,9,32,33,69,40,23,68,59,15,60,56,24,61,38,16
887835,08:25,42,54,9,16,15,41,53,80,58,33,50,74,25,62,4,61,68,55,10,35
887834,08:20,45,7,69,1,12,36,64,23,17,6,62,38,25,59,55,48,66,43,73,51
887833,08:15,30,22,34,55,71,14,70,69,60,51,43,5,74,27,61,20,8,23,79,21
887832,08:10,30,59,8,77,22,66,20,69,39,40,24,65,62,72,63,68,67,41,43,11
887831,08:05,57,30,15,9,60,53,37,31,29,74,44,46,20,12,32,26,79,73,62,35
887830,08:00,12,57,39,66,47,80,10,70,58,37,67,44,29,79,21,31,19,63,43,35
887829,23:55,46,68,26,22,73,59,51,78,64,62,80,48,52,53,4,34,18,47,55,15
887828,23:50,38,39,40,53,2,28,41,66,9,30,14,32,62,45,57,21,24,50,49,76
887827,23:45,33,75,26,2,57,70,72,51,40,79,35,50,71,54,77,39,53,9,32,29
887826,23:40,51,40,29,43,69,12,50,48,45,25,3,79,56,58,17,39,70,22,72,2
887825,23:35,53,16,36,50,25,58,20,59,7,34,60,77,37,66,29,75,62,41,38,5
887824,23:30,66,20,41,22,64,54,28,42,16,17,29,23,51,44,31,40,70,34,35,3
887823,23:25,76,1,36,44,58,4,39,63,46,64,24,59,42,56,29,62,35,13,65,68
887822,23:20,71,40,41,57,62,21,34,45,4,51,28,30,65,19,32,11,79,64,15,5
887821,23:15,67,49,31,23,45,75,65,54,70,11,33,36,34,28,20,63,56,22,64,19
887820,23:10,37,16,59,77,3,56,15,19,33,23,65,2,38,36,51,67,17,62,7,78
887819,23:05,46,73,69,33,39,27,54,24,74,62,1,36,60,6,30,40,11,57,10,43
887818,23:00,71,75,27,16,47,31,10,1,3,78,40,12,21,19,13,32,52,64,55,8
887817,22:55,51,64,63,12,71,49,42,37,56,39,66,8,76,65,74,46,28,22,6,69
887816,22:50,14,51,54,72,34,62,66,68,3,77,55,47,74,22,78,9,1,19,8,76
887815,22:45,51,57,17,71,78,60,13,7,37,44,11,61,59,4,58,64,16,42,54,35
887814,22:40,44,48,62,8,66,15,64,1,65,71,35,11,72,52,40,29,19,56,59,20
887813,22:35,51,79,15,59,77,8,40,12,3,25,10,23,44,65,53,66,20,71,16,72
887812,22:30,43,53,3,34,56,17,58,24,15,51,72,61,57,80,4,36,25,13,67,79
887811,22:25,26,13,36,80,47,74,2,48,77,49,1,58,79,78,57,73,30,61,32,17
887810,22:20,50,42,27,53,60,76,38,80,25,29,15,64,9,74,20,13,41,31,66,5
887809,22:15,70,69,43,34,79,22,64,38,20,26,33,27,76,55,74,29,42,12,7,49
887808,22:10,56,3,76,49,68,37,42,25,36,28,6,54,48,40,55,19,65,75,24,70
887807,22:05,12,45,11,55,69,39,61,46,50,43,35,33,21,44,66,10,19,65,28,52
887806,22:00,50,74,9,5,15,36,79,27,57,4,13,28,77,61,54,31,14,70,43,64
887805,21:55,73,36,48,22,77,30,67,25,16,71,62,65,11,1,57,32,14,44,13,51
887804,21:50,1,22,54,44,75,17,56,37,47,46,76,4,26,23,78,63,51,48,42,12
887803,21:45,1,55,77,57,33,69,32,44,43,8,48,17,66,60,7,25,64,67,3,61
887802,21:40,44,77,75,50,26,41,55,2,69,63,52,19,45,47,36,22,71,64,33,3
887801,21:35,5,77,13,75,2,55,80,63,38,16,3,70,71,20,28,6,66,4,73,42
887800,21:30,69,79,17,40,43,22,38,15,42,50,58,60,36,39,1,7,16,74,77,32
887799,21:25,47,64,46,39,17,60,29,38,8,41,25,6,40,73,77,72,32,36,37,15
887798,21:20,30,1,49,5,40,47,67,75,39,56,23,51,3,12,42,7,50,53,6,21
887797,21:15,79,34,44,41,20,74,60,53,73,40,72,35,39,5,17,23,49,65,38,66
887796,21:10,15,28,62,58,26,77,27,61,10,59,69,76,42,57,44,80,52,63,20,71
887795,21:05,70,37,45,35,56,73,69,14,19,3,54,75,48,25,31,24,74,58,60,68
887794,21:00,10,20,60,47,30,40,6,51,27,75,32,46,52,29,70,17,15,48,71,11
887793,20:55,43,45,58,12,15,64,35,24,60,75,20,2,55,40,6,48,30,19,53,26
887792,20:50,20,52,79,22,36,74,13,30,3,51,35,65,66,38,19,60,24,55,48,9
887791,20:45,78,5,24,8,34,42,3,14,45,79,26,30,66,57,67,69,53,12,46,62
887790,20:40,46,51,14,11,3,19,22,44,45,58,71,4,15,77,35,73,74,67,1,63
887789,20:35,42,12,63,17,10,23,1,4,40,54,36,55,13,43,25,45,11,19,70,26
887788,20:30,33,41,52,73,60,47,19,3,77,45,64,22,20,66,2,49,21,39,14,6
887787,20:25,9,49,5,56,20,11,6,63,38,34,47,27,31,39,75,37,53,15,22,65
887786,20:20,62,67,72,66,77,52,53,74,17,16,65,76,26,35,75,60,1,2,43,14
887785,20:15,17,6,62,21,69,34,25,47,1,68,12,5,42,70,38,2,11,14,41,44
887784,20:10,17,70,75,30,32,29,41,61,78,55,51,25,67,13,21,62,33,77,71,37
887783,20:05,69,47,59,33,27,38,21,46,8,18,60,79,48,72,9,43,55,74,56,10
887782,20:00,56,76,15,26,64,59,19,54,75,53,34,63,24,37,58,16,41,50,43,65
887781,19:55,56,49,40,32,41,6,50,19,34,71,46,74,12,24,16,65,70,75,17,23
887780,19:50,21,50,58,29,37,1,70,73,47,40,55,51,72,63,48,65,62,16,35,12
887779,19:45,29,58,55,44,37,8,40,1,33,35,28,65,31,26,41,60,11,63,51,76
887778,19:40,44,26,31,1,23,46,37,61,49,68,41,15,51,69,35,45,22,39,73,2
887777,19:35,65,80,46,12,15,4,29,32,7,27,44,74,75,13,5,34,9,6,18,54
887776,19:30,24,46,76,33,45,1,63,36,71,77,5,35,58,55,39,3,28,29,10,11
887775,19:25,22,47,6,26,35,27,56,8,80,40,58,53,45,72,9,48,61,33,5,38
887774,19:20,61,42,48,46,26,25,2,51,47,55,67,57,19,75,64,45,8,54,37,74
887773,19:15,38,3,44,28,78,45,25,16,80,36,66,20,13,48,54,18,33,7,15,47
887772,19:10,1,48,59,69,17,57,52,70,49,43,47,80,10,8,5,78,42,54,15,62
887771,19:05,43,71,3,37,39,25,65,32,58,6,29,20,57,41,76,35,59,12,13,26
887770,19:00,58,57,6,29,40,24,21,22,79,13,3,61,31,74,12,62,49,9,7,37
887769,18:55,80,62,14,54,2,53,4,25,34,49,44,52,41,24,22,66,13,29,15,50
887768,18:50,36,20,18,48,4,25,60,53,37,69,65,58,39,16,26,74,19,63,78,68
887767,18:45,41,76,2,14,18,77,36,20,38,6,31,43,30,8,63,33,71,72,75,5
887766,18:40,49,67,37,21,72,68,18,20,3,65,30,48,27,26,46,80,36,6,43,55
887765,18:35,66,75,6,18,64,27,9,20,77,2,14,4,32,19,36,53,23,46,1,78
887764,18:30,38,79,29,31,72,3,47,30,56,78,75,74,9,42,71,46,7,16,67,40
887763,18:25,47,16,73,19,52,53,13,66,15,79,68,4,22,76,21,77,8,46,24,23
887762,18:20,70,38,9,43,74,12,72,68,1,41,27,54,65,14,39,10,20,76,22,79
887761,18:15,41,70,25,31,69,26,54,3,9,43,57,68,12,73,24,36,38,4,22,14
887760,18:10,2,18,3,71,62,60,73,80,46,12,26,56,7,1,16,39,57,21,10,79
887759,18:05,71,9,51,29,46,16,77,48,10,56,54,61,75,39,42,36,2,43,5,8
887758,18:00,64,19,22,25,48,18,31,69,49,67,24,58,62,5,47,45,3,38,55,26
887757,17:55,46,66,29,51,10,2,78,64,40,20,79,39,55,52,68,43,50,7,3,76
887756,17:50,44,47,4,50,58,63,55,28,6,5,34,23,14,65,76,66,78,20,39,2
887755,17:45,33,20,74,31,59,61,51,43,11,12,7,35,40,52,13,27,24,54,17,6
887754,17:40,26,5,10,79,45,27,63,62,76,32,13,55,39,80,51,50,36,46,23,37
887753,17:35,38,19,13,76,66,65,72,64,35,48,4,1,36,43,78,5,69,32,70,68
887752,17:30,43,70,26,64,45,7,56,44,51,6,10,12,58,42,17,46,79,66,73,55
887751,17:25,11,25,78,67,77,13,48,49,52,44,63,2,47,68,42,21,12,45,8,66
887750,17:20,3,30,58,77,4,66,50,7,14,38,78,51,23,16,54,62,25,76,60,59
887749,17:15,64,18,54,15,58,60,1,65,8,48,41,30,75,12,50,77,7,51,80,6
887748,17:10,35,36,15,55,41,58,6,46,23,78,61,1,7,67,42,66,33,31,48,49
887747,17:05,61,78,21,9,66,17,40,62,35,56,64,74,49,79,55,67,58,26,47,76
887746,17:00,70,73,19,61,30,16,54,34,31,40,4,57,38,39,36,72,58,29,27,76
887745,16:55,35,48,64,58,62,65,41,47,38,53,15,28,12,14,18,52,59,36,44,32
887744,16:50,16,43,10,24,49,51,15,72,77,69,68,12,17,60,65,41,56,42,31,46
887743,16:45,75,34,32,22,5,17,20,53,6,28,74,23,1,55,54,70,71,76,25,39
887742,16:40,27,44,70,71,77,20,2,74,73,41,19,47,14,76,50,7,16,75,34,43
887741,16:35,64,31,79,69,24,61,34,73,76,51,5,59,33,42,4,29,27,32,9,44
887740,16:30,26,4,18,20,16,44,58,39,1,52,15,30,48,60,3,59,14,47,79,78
887739,16:25,68,24,29,50,51,35,36,16,15,78,59,63,74,25,54,41,80,52,49,40
887738,16:20,80,32,53,45,75,7,22,20,66,44,3,72,24,17,15,10,58,16,78,35
887737,16:15,79,25,13,9,43,36,45,31,50,46,34,55,17,61,10,63,62,57,3,19
887736,16:10,21,79,40,32,34,61,54,72,55,59,51,20,15,70,66,48,10,53,30,64
887735,16:05,16,44,14,39,6,10,41,29,9,62,40,52,57,35,37,54,17,75,8,28
887734,16:00,17,77,33,44,24,64,29,66,75,80,11,79,42,56,72,69,4,45,55,16
887733,15:55,62,57,41,53,10,33,30,44,20,65,64,28,14,46,1,75,80,79,13,51
887732,15:50,40,37,10,65,26,54,36,55,47,62,33,19,13,4,52,44,12,42,29,48
887731,15:45,73,14,15,79,3,62,16,35,19,22,52,41,25,24,40,28,55,48,33,27
887730,15:40,44,57,78,49,7,33,12,14,59,69,38,15,28,46,50,66,16,17,48,74
887729,15:35,3,69,20,19,21,30,35,39,46,59,4,58,18,79,65,8,53,49,2,27
887728,15:30,74,25,21,9,72,37,40,29,4,28,42,1,43,55,59,69,11,71,65,22
887727,15:25,9,77,28,2,73,26,80,56,36,27,68,67,72,8,46,22,48,13,1,54
887726,15:20,35,30,29,39,79,18,72,60,68,6,67,8,36,76,78,53,22,15,51,55
887725,15:15,77,54,22,65,35,10,50,27,74,18,29,45,66,49,55,25,59,42,64,6
887724,15:10,68,46,6,51,29,19,30,3,1,78,66,60,23,62,50,42,4,27,20,64
887723,15:05,51,46,11,54,44,59,31,79,70,60,32,23,69,13,17,52,73,26,42,66
887722,15:00,23,8,35,49,61,75,14,41,63,51,32,67,9,36,6,43,4,68,45,15
887721,14:55,38,58,17,3,21,13,42,26,60,15,46,73,20,37,57,23,6,32,70,30
887720,14:50,17,31,56,50,19,44,55,54,37,65,28,16,58,52,29,51,11,45,21,24
887719,14:45,17,2,38,30,27,60,54,49,70,68,52,39,61,5,26,25,73,43,79,31
887718,14:40,46,47,26,56,15,34,4,54,7,36,58,78,53,66,52,28,76,19,35,51
887717,14:35,11,38,55,75,27,77,79,13,19,9,16,3,49,37,23,22,76,30,61,71
887716,14:30,23,15,30,50,29,22,8,63,59,28,34,4,14,44,65,71,74,51,9,20
887715,14:25,51,66,22,34,33,9,37,5,21,12,50,3,25,24,7,59,36,42,56,18
887714,14:20,7,61,38,11,16,27,42,32,21,76,53,18,50,77,14,68,46,66,40,10
887713,14:15,77,51,4,63,58,20,78,36,47,52,65,13,3,30,80,26,22,73,70,1
887712,14:10,39,18,23,71,16,15,59,50,4,55,27,53,74,46,75,13,72,48,37,1
887711,14:05,54,51,9,79,33,12,26,24,17,41,3,47,21,7,44,78,68,5,69,8
887710,14:00,55,22,13,19,25,18,16,37,71,62,57,64,27,26,66,12,15,65,72,43
887709,13:55,21,79,35,20,46,32,57,71,54,13,73,9,38,18,49,2,7,28,10,24
887708,13:50,80,32,41,42,39,33,67,11,56,18,50,48,29,14,74,51,19,26,62,1
887707,13:45,63,26,74,61,40,7,71,19,42,34,41,50,66,18,53,3,56,15,65,54
887706,13:40,28,40,7,43,47,21,56,1,76,54,75,62,37,23,32,19,44,10,36,18
887705,13:35,19,5,43,50,63,40,25,1,71,46,65,66,17,32,37,76,2,59,44,29
887704,13:30,20,48,56,8,12,63,1,25,13,5,31,65,42,44,32,51,16,67,66,68
887703,13:25,65,25,56,64,11,30,74,76,54,48,41,28,18,79,49,57,43,73,16,40
887702,13:20,44,72,1,48,12,49,75,64,80,50,63,68,74,6,51,61,65,59,23,16
887701,13:15,9,60,27,19,5,50,6,11,52,72,2,49,41,33,29,28,73,51,8,75
887700,13:10,29,2,56,42,76,67,78,57,3,53,37,39,1,20,52,77,49,22,8,11
887699,13:05,43,26,55,69,59,27,63,54,34,3,2,41,61,49,35,20,10,15,6,74
887698,13:00,38,21,33,36,59,68,7,18,9,28,65,76,75,24,27,58,16,26,71,61
887697,12:55,18,11,50,20,33,37,78,12,15,34,21,29,75,43,26,73,10,44,38,72
887696,12:50,41,3,40,49,65,2,8,17,66,25,18,53,33,73,38,37,35,7,80,55
887695,12:45,16,70,1,65,8,52,44,31,67,79,69,20,43,6,48,62,18,45,10,26
887694,12:40,72,6,30,34,51,69,26,75,62,21,41,79,67,39,54,1,52,63,55,13
887693,12:35,31,75,78,57,1,49,53,28,5,65,23,64,7,67,72,52,2,55,8,21
887692,12:30,64,33,30,17,9,31,45,10,38,52,22,42,41,8,43,70,23,74,48,24
887691,12:25,25,22,27,65,79,64,70,29,38,10,8,40,35,55,2,21,44,78,68,4
887690,12:20,8,2,44,15,19,42,48,49,80,14,46,30,39,79,58,13,31,35,47,38
887689,12:15,32,35,29,18,21,33,56,74,11,42,3,31,64,36,30,6,66,23,27,71
887688,12:10,49,27,33,20,4,80,5,44,57,42,15,40,32,6,1,19,14,9,73,67
887687,12:05,58,75,2,69,1,28,20,31,41,19,39,53,15,76,12,64,52,4,23,67
887686,12:00,56,35,29,47,79,26,67,42,76,43,13,46,40,20,30,55,65,80,10,2
887685,11:55,80,73,2,41,46,54,65,69,33,52,76,64,55,63,31,15,78,28,43,39
887684,11:50,56,53,65,34,41,3,74,29,20,9,7,50,75,37,72,18,61,48,36,16
887683,11:45,4,18,59,76,72,32,65,27,17,16,66,80,12,6,54,38,14,37,60,2
887682,11:40,80,15,77,56,16,26,73,29,19,28,12,2,50,59,7,4,48,55,60,69
887681,11:35,72,38,26,36,46,56,62,58,16,52,66,29,49,54,75,40,24,19,77,27
887680,11:30,74,31,3,12,50,9,16,24,79,8,45,35,28,37,5,66,53,67,54,69
887679,11:25,22,8,56,9,35,76,7,65,18,15,68,40,80,2,32,59,75,47,34,51
887678,11:20,5,13,75,30,47,46,28,68,79,3,77,56,35,39,73,10,6,51,25,36
887677,11:15,77,12,39,22,79,49,63,75,5,80,71,23,43,33,55,38,50,8,2,4
887676,11:10,78,13,19,36,23,74,46,22,20,30,43,61,70,12,60,80,16,75,54,24
887675,11:05,62,77,31,38,68,32,3,19,74,72,4,44,1,78,12,25,57,35,71,42
887674,11:00,48,15,69,65,51,53,13,7,46,35,28,31,63,73,24,16,2,68,32,42
887673,10:55,27,32,16,51,58,13,2,70,78,64,28,75,9,31,26,5,38,43,15,76
887672,10:50,63,46,39,7,53,31,16,28,45,58,68,51,36,9,1,10,44,3,22,29
887671,10:45,27,65,15,70,73,61,14,75,6,47,40,23,59,38,17,63,44,72,66,29
887670,10:40,5,1,52,65,25,30,21,55,47,37,10,69,3,40,12,2,13,67,78,50
